Case ID,Activity,Complete Timestamp,Resource,(case)_aMOUNT_REQ,concept:name
268,a5,2011-10-14 13:25:06,11169,36500,W_Afhandelen leads
268,a1,2011-10-14 13:37:42,11169,36500,W_Completeren aanvraag
268,a2,2011-10-21 19:53:35,11201,36500,W_Nabellen offertes
268,a2,2011-10-22 12:29:17,11000,36500,W_Nabellen offertes
268,a2,2011-10-28 14:10:28,10861,36500,W_Nabellen offertes
268,a2,2011-11-02 14:37:43,,36500,W_Nabellen offertes
268,a2,2011-11-09 10:28:59,11049,36500,W_Nabellen offertes
268,a3,2011-11-11 16:47:37,10972,36500,W_Valideren aanvraag
268,a3,2011-11-11 16:57:30,10972,36500,W_Valideren aanvraag
269,a5,2011-10-14 13:25:16,10629,20000,W_Afhandelen leads
269,a1,2011-10-14 13:32:57,10629,20000,W_Completeren aanvraag
269,a2,2011-10-14 13:33:26,10629,20000,W_Nabellen offertes
269,a3,2011-10-14 13:39:04,10629,20000,W_Valideren aanvraag
269,a4,2011-10-14 14:24:57,10629,20000,W_Nabellen incomplete dossiers
269,a4,2011-10-14 18:46:06,10913,20000,W_Nabellen incomplete dossiers
269,a4,2011-10-15 11:54:20,10913,20000,W_Nabellen incomplete dossiers
269,a4,2011-10-15 13:46:36,10913,20000,W_Nabellen incomplete dossiers
269,a4,2011-10-15 15:12:59,10913,20000,W_Nabellen incomplete dossiers
269,a4,2011-10-15 16:56:26,10913,20000,W_Nabellen incomplete dossiers
269,a4,2011-10-17 10:46:39,11009,20000,W_Nabellen incomplete dossiers
269,a4,2011-10-17 12:54:50,,20000,W_Nabellen incomplete dossiers
269,a3,2011-10-17 13:46:43,10629,20000,W_Valideren aanvraag
270,a1,2011-10-14 14:33:59,,6000,W_Completeren aanvraag
270,a2,2011-10-21 20:22:56,10913,6000,W_Nabellen offertes
270,a2,2011-10-31 19:37:26,10863,6000,W_Nabellen offertes
270,a2,2011-11-03 20:22:14,,6000,W_Nabellen offertes
270,a2,2011-11-03 20:27:24,,6000,W_Nabellen offertes
270,a2,2011-11-07 10:56:50,11049,6000,W_Nabellen offertes
270,a3,2011-11-09 12:49:57,10138,6000,W_Valideren aanvraag
271,a1,2011-10-14 15:13:13,,5000,W_Completeren aanvraag
271,a1,2011-10-14 15:15:37,,5000,W_Completeren aanvraag
271,a2,2011-10-14 15:17:00,,5000,W_Nabellen offertes
271,a2,2011-10-21 20:13:04,10912,5000,W_Nabellen offertes
271,a2,2011-10-22 16:36:17,11203,5000,W_Nabellen offertes
271,a2,2011-10-27 10:27:39,11049,5000,W_Nabellen offertes
271,a3,2011-10-31 15:30:27,10138,5000,W_Valideren aanvraag
271,a4,2011-10-31 17:12:12,,5000,W_Nabellen incomplete dossiers
271,a4,2011-10-31 19:10:05,11119,5000,W_Nabellen incomplete dossiers
271,a4,2011-11-01 09:30:52,11049,5000,W_Nabellen incomplete dossiers
271,a3,2011-11-01 10:55:45,10138,5000,W_Valideren aanvraag
271,a4,2011-11-01 11:11:08,,5000,W_Nabellen incomplete dossiers
271,a4,2011-11-02 10:18:52,,5000,W_Nabellen incomplete dossiers
271,a3,2011-11-02 11:15:14,10138,5000,W_Valideren aanvraag
272,a1,2011-10-14 15:13:27,,12500,W_Completeren aanvraag
272,a2,2011-10-14 15:16:59,,12500,W_Nabellen offertes
272,a2,2011-10-21 20:39:22,10913,12500,W_Nabellen offertes
272,a2,2011-10-24 17:11:50,11180,12500,W_Nabellen offertes
272,a2,2011-10-25 15:10:17,11121,12500,W_Nabellen offertes
272,a2,2011-10-25 18:11:45,11189,12500,W_Nabellen offertes
272,a2,2011-10-26 12:43:20,,12500,W_Nabellen offertes
272,a2,2011-10-26 12:45:37,,12500,W_Nabellen offertes
272,a2,2011-10-26 12:45:54,,12500,W_Nabellen offertes
272,a3,2011-10-26 12:47:32,,12500,W_Valideren aanvraag
272,a3,2011-10-27 11:59:14,10629,12500,W_Valideren aanvraag
273,a1,2011-10-14 15:49:22,,8000,W_Completeren aanvraag
273,a1,2011-10-14 16:17:34,,8000,W_Completeren aanvraag
273,a2,2011-10-14 16:22:05,,8000,W_Nabellen offertes
273,a2,2011-10-22 12:53:28,11000,8000,W_Nabellen offertes
273,a2,2011-10-22 16:48:35,11000,8000,W_Nabellen offertes
273,a2,2011-10-27 15:06:54,11189,8000,W_Nabellen offertes
273,a2,2011-10-27 16:44:47,10982,8000,W_Nabellen offertes
273,a2,2011-10-31 12:45:36,11049,8000,W_Nabellen offertes
273,a3,2011-11-02 15:55:55,10138,8000,W_Valideren aanvraag
274,a1,2011-10-14 15:56:32,11201,10000,W_Completeren aanvraag
274,a2,2011-10-14 15:59:04,11201,10000,W_Nabellen offertes
274,a2,2011-10-14 16:01:08,11201,10000,W_Nabellen offertes
274,a2,2011-10-20 08:58:20,,10000,W_Nabellen offertes
274,a3,2011-10-26 08:55:05,10609,10000,W_Valideren aanvraag
275,a1,2011-10-14 16:38:21,,35000,W_Completeren aanvraag
275,a2,2011-10-22 14:09:42,11000,35000,W_Nabellen offertes
275,a2,2011-10-22 16:52:53,11000,35000,W_Nabellen offertes
275,a2,2011-10-24 09:54:27,,35000,W_Nabellen offertes
275,a3,2011-10-27 19:41:06,10138,35000,W_Valideren aanvraag
276,a5,2011-10-14 19:29:26,10629,9400,W_Afhandelen leads
276,a1,2011-10-14 19:56:04,,9400,W_Completeren aanvraag
276,a2,2011-10-22 14:31:41,11000,9400,W_Nabellen offertes
276,a2,2011-10-26 11:39:32,,9400,W_Nabellen offertes
276,a3,2011-10-31 12:02:14,10138,9400,W_Valideren aanvraag
276,a4,2011-10-31 15:53:31,,9400,W_Nabellen incomplete dossiers
276,a4,2011-10-31 20:04:25,,9400,W_Nabellen incomplete dossiers
276,a4,2011-11-01 09:21:53,11049,9400,W_Nabellen incomplete dossiers
276,a4,2011-11-01 16:06:18,11121,9400,W_Nabellen incomplete dossiers
276,a4,2011-11-01 17:07:51,10899,9400,W_Nabellen incomplete dossiers
276,a3,2011-11-02 11:56:52,10138,9400,W_Valideren aanvraag
277,a1,2011-10-14 18:10:42,,16000,W_Completeren aanvraag
277,a2,2011-10-21 10:15:52,10789,16000,W_Nabellen offertes
277,a3,2011-10-27 13:17:29,10629,16000,W_Valideren aanvraag
278,a1,2011-10-14 19:32:58,,25000,W_Completeren aanvraag
278,a2,2011-10-14 19:33:56,,25000,W_Nabellen offertes
278,a2,2011-10-22 14:18:33,11000,25000,W_Nabellen offertes
278,a2,2011-10-24 18:08:19,11180,25000,W_Nabellen offertes
278,a2,2011-10-28 09:29:35,,25000,W_Nabellen offertes
278,a3,2011-11-01 10:50:44,10138,25000,W_Valideren aanvraag
278,a4,2011-11-01 11:03:03,,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-01 11:31:13,,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-01 12:54:39,,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-01 12:56:37,,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-01 13:06:02,,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-03 08:59:39,11049,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-07 08:43:10,10809,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-09 14:44:19,11169,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-09 17:48:01,11119,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-09 18:10:23,11119,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-10 11:47:00,11049,25000,W_Nabellen incomplete dossiers
278,a4,2011-11-11 11:05:42,11049,25000,W_Nabellen incomplete dossiers
278,a3,2011-11-11 11:47:56,10138,25000,W_Valideren aanvraag
279,a1,2011-10-14 20:22:59,,18000,W_Completeren aanvraag
279,a1,2011-10-14 20:32:39,,18000,W_Completeren aanvraag
279,a2,2011-10-21 09:53:09,,18000,W_Nabellen offertes
279,a2,2011-10-24 11:49:26,,18000,W_Nabellen offertes
279,a3,2011-10-28 11:53:12,10138,18000,W_Valideren aanvraag
279,a4,2011-10-28 15:49:57,11169,18000,W_Nabellen incomplete dossiers
279,a4,2011-10-31 12:53:40,11121,18000,W_Nabellen incomplete dossiers
279,a4,2011-11-01 09:21:27,11049,18000,W_Nabellen incomplete dossiers
279,a3,2011-11-01 11:17:30,10138,18000,W_Valideren aanvraag
280,a5,2011-10-14 20:57:29,10913,30000,W_Afhandelen leads
280,a1,2011-10-15 10:37:05,10912,30000,W_Completeren aanvraag
280,a1,2011-10-15 15:47:28,10912,30000,W_Completeren aanvraag
280,a1,2011-10-15 15:51:23,10912,30000,W_Completeren aanvraag
280,a2,2011-10-15 16:00:35,10912,30000,W_Nabellen offertes
280,a2,2011-10-22 16:09:21,,30000,W_Nabellen offertes
280,a2,2011-10-24 18:21:22,10881,30000,W_Nabellen offertes
280,a2,2011-10-24 19:20:22,10913,30000,W_Nabellen offertes
280,a2,2011-10-24 19:22:30,10881,30000,W_Nabellen offertes
280,a2,2011-10-24 19:24:19,11180,30000,W_Nabellen offertes
280,a2,2011-10-24 19:27:05,10881,30000,W_Nabellen offertes
280,a2,2011-10-24 19:56:47,10913,30000,W_Nabellen offertes
280,a2,2011-10-25 15:53:18,11189,30000,W_Nabellen offertes
280,a2,2011-10-29 13:14:55,,30000,W_Nabellen offertes
280,a2,2011-10-31 11:26:33,,30000,W_Nabellen offertes
280,a3,2011-11-01 17:05:47,10889,30000,W_Valideren aanvraag
280,a3,2011-11-02 15:01:04,10138,30000,W_Valideren aanvraag
280,a4,2011-11-02 15:10:13,10138,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-02 15:59:22,,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-03 09:22:59,11049,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-03 14:43:37,10982,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-03 16:44:48,11169,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-05 11:04:37,11002,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-05 13:15:59,10912,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-05 14:39:12,10912,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-05 14:50:08,10912,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-05 14:54:18,10912,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-05 14:58:19,11002,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-05 15:10:40,,30000,W_Nabellen incomplete dossiers
280,a4,2011-11-07 10:34:01,11049,30000,W_Nabellen incomplete dossiers
280,a3,2011-11-07 10:59:06,10138,30000,W_Valideren aanvraag
281,a1,2011-10-15 10:48:15,11203,10000,W_Completeren aanvraag
281,a2,2011-10-22 15:10:10,11000,10000,W_Nabellen offertes
281,a2,2011-10-24 11:28:07,11049,10000,W_Nabellen offertes
281,a3,2011-10-28 10:27:12,10138,10000,W_Valideren aanvraag
282,a5,2011-10-15 10:44:50,,7500,W_Afhandelen leads
282,a1,2011-10-15 11:58:47,11000,7500,W_Completeren aanvraag
282,a2,2011-10-15 12:02:17,11000,7500,W_Nabellen offertes
282,a2,2011-10-22 16:08:09,11000,7500,W_Nabellen offertes
282,a2,2011-10-24 11:26:53,,7500,W_Nabellen offertes
282,a3,2011-10-28 08:45:19,10609,7500,W_Valideren aanvraag
283,a1,2011-10-15 10:56:04,11203,6000,W_Completeren aanvraag
283,a1,2011-10-15 11:00:03,,6000,W_Completeren aanvraag
283,a1,2011-10-15 12:00:30,11203,6000,W_Completeren aanvraag
283,a1,2011-10-17 09:13:51,,6000,W_Completeren aanvraag
283,a2,2011-10-17 09:17:05,,6000,W_Nabellen offertes
283,a2,2011-10-24 17:31:06,10881,6000,W_Nabellen offertes
283,a2,2011-10-24 20:36:07,10913,6000,W_Nabellen offertes
283,a2,2011-10-25 14:49:22,,6000,W_Nabellen offertes
283,a2,2011-10-26 10:42:09,,6000,W_Nabellen offertes
283,a3,2011-10-31 10:47:56,10809,6000,W_Valideren aanvraag
283,a3,2011-10-31 11:21:56,10809,6000,W_Valideren aanvraag
284,a1,2011-10-15 10:57:22,,35000,W_Completeren aanvraag
284,a1,2011-10-15 12:14:25,11203,35000,W_Completeren aanvraag
284,a1,2011-10-17 14:08:24,11180,35000,W_Completeren aanvraag
284,a1,2011-10-17 18:11:32,11180,35000,W_Completeren aanvraag
284,a1,2011-10-18 19:26:36,11181,35000,W_Completeren aanvraag
284,a1,2011-10-19 20:52:07,10939,35000,W_Completeren aanvraag
284,a1,2011-10-20 13:51:34,,35000,W_Completeren aanvraag
284,a1,2011-10-20 18:24:49,11179,35000,W_Completeren aanvraag
284,a1,2011-10-21 11:44:30,,35000,W_Completeren aanvraag
284,a1,2011-10-21 18:51:24,11203,35000,W_Completeren aanvraag
284,a1,2011-10-22 12:47:47,11203,35000,W_Completeren aanvraag
284,a1,2011-10-24 17:53:12,11201,35000,W_Completeren aanvraag
284,a1,2011-10-24 19:01:51,11201,35000,W_Completeren aanvraag
284,a1,2011-10-25 19:15:42,10909,35000,W_Completeren aanvraag
284,a1,2011-10-29 10:21:22,,35000,W_Completeren aanvraag
284,a1,2011-11-03 10:07:28,11169,35000,W_Completeren aanvraag
284,a2,2011-11-03 10:10:00,11169,35000,W_Nabellen offertes
284,a2,2011-11-09 10:10:43,,35000,W_Nabellen offertes
284,a2,2011-11-14 11:49:25,,35000,W_Nabellen offertes
284,a2,2011-11-17 09:37:41,11049,35000,W_Nabellen offertes
284,a3,2011-11-18 13:16:31,10629,35000,W_Valideren aanvraag
284,a4,2011-11-18 13:32:36,10629,35000,W_Nabellen incomplete dossiers
284,a4,2011-11-18 14:28:49,,35000,W_Nabellen incomplete dossiers
284,a4,2011-11-18 17:55:03,11122,35000,W_Nabellen incomplete dossiers
284,a4,2011-11-19 10:28:29,10861,35000,W_Nabellen incomplete dossiers
284,a4,2011-11-19 13:57:20,10861,35000,W_Nabellen incomplete dossiers
284,a4,2011-11-21 14:25:10,,35000,W_Nabellen incomplete dossiers
284,a4,2011-11-21 16:04:29,,35000,W_Nabellen incomplete dossiers
284,a3,2011-11-22 09:17:41,10629,35000,W_Valideren aanvraag
284,a3,2011-11-22 09:48:24,10809,35000,W_Valideren aanvraag
284,a3,2011-11-22 10:21:29,10629,35000,W_Valideren aanvraag
285,a1,2011-10-15 11:28:43,10912,10000,W_Completeren aanvraag
285,a2,2011-10-18 17:03:54,11179,10000,W_Nabellen offertes
285,a2,2011-10-21 09:33:23,11049,10000,W_Nabellen offertes
285,a3,2011-10-27 09:18:38,10629,10000,W_Valideren aanvraag
285,a4,2011-10-27 10:03:32,,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-27 10:27:46,,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-27 14:46:14,11049,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-27 14:52:28,11169,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-27 16:38:35,11169,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-27 17:10:15,10939,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-27 17:15:54,10939,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-27 18:29:39,,10000,W_Nabellen incomplete dossiers
285,a4,2011-10-28 07:49:59,,10000,W_Nabellen incomplete dossiers
285,a3,2011-10-28 08:58:17,10629,10000,W_Valideren aanvraag
286,a1,2011-10-15 12:01:23,,10000,W_Completeren aanvraag
286,a2,2011-10-15 12:02:09,,10000,W_Nabellen offertes
286,a2,2011-10-18 18:34:29,11119,10000,W_Nabellen offertes
286,a2,2011-10-22 16:12:42,11000,10000,W_Nabellen offertes
286,a2,2011-10-24 20:56:52,11180,10000,W_Nabellen offertes
286,a2,2011-10-31 19:42:46,10863,10000,W_Nabellen offertes
286,a2,2011-11-01 19:32:28,11119,10000,W_Nabellen offertes
286,a2,2011-11-05 13:51:07,,10000,W_Nabellen offertes
286,a2,2011-11-08 20:05:19,,10000,W_Nabellen offertes
286,a2,2011-11-09 10:30:44,,10000,W_Nabellen offertes
286,a3,2011-11-11 18:50:25,10809,10000,W_Valideren aanvraag
286,a3,2011-11-14 10:05:52,10609,10000,W_Valideren aanvraag
286,a3,2011-11-14 11:58:17,10609,10000,W_Valideren aanvraag
286,a4,2011-11-14 12:14:07,,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-14 12:34:40,10609,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-14 13:39:03,10609,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-14 18:31:30,10881,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-14 19:27:51,10881,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-17 18:37:03,10929,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-17 20:16:21,10929,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-18 15:42:07,11049,10000,W_Nabellen incomplete dossiers
286,a4,2011-11-21 09:39:46,11049,10000,W_Nabellen incomplete dossiers
286,a3,2011-11-21 11:53:56,10629,10000,W_Valideren aanvraag
287,a1,2011-10-15 15:29:36,,30000,W_Completeren aanvraag
287,a1,2011-10-15 15:37:11,,30000,W_Completeren aanvraag
287,a1,2011-10-15 16:37:06,,30000,W_Completeren aanvraag
287,a1,2011-10-17 14:53:26,11009,30000,W_Completeren aanvraag
287,a2,2011-10-17 14:54:45,11009,30000,W_Nabellen offertes
287,a2,2011-10-21 10:22:02,10789,30000,W_Nabellen offertes
287,a3,2011-10-27 14:14:25,10972,30000,W_Valideren aanvraag
288,a1,2011-10-17 09:15:55,11201,15000,W_Completeren aanvraag
288,a2,2011-10-17 09:16:44,11201,15000,W_Nabellen offertes
288,a2,2011-10-24 17:29:18,10881,15000,W_Nabellen offertes
288,a2,2011-10-26 09:51:32,,15000,W_Nabellen offertes
288,a3,2011-10-31 11:11:25,10138,15000,W_Valideren aanvraag
289,a5,2011-10-17 09:05:29,10881,10250,W_Afhandelen leads
289,a1,2011-10-17 11:55:55,,10250,W_Completeren aanvraag
289,a1,2011-10-17 18:09:22,11180,10250,W_Completeren aanvraag
289,a1,2011-10-21 17:14:06,11203,10250,W_Completeren aanvraag
289,a1,2011-10-21 17:45:48,11203,10250,W_Completeren aanvraag
289,a1,2011-10-21 19:12:01,11201,10250,W_Completeren aanvraag
289,a1,2011-10-21 20:17:01,11203,10250,W_Completeren aanvraag
289,a1,2011-10-22 15:30:50,,10250,W_Completeren aanvraag
289,a2,2011-10-22 15:32:20,,10250,W_Nabellen offertes
289,a2,2011-10-29 12:19:47,11181,10250,W_Nabellen offertes
289,a2,2011-11-09 17:02:52,11259,10250,W_Nabellen offertes
289,a3,2011-11-11 12:58:09,10972,10250,W_Valideren aanvraag
290,a1,2011-10-17 09:25:41,11201,30000,W_Completeren aanvraag
290,a2,2011-10-24 18:58:17,10913,30000,W_Nabellen offertes
290,a2,2011-10-25 15:31:38,11189,30000,W_Nabellen offertes
290,a2,2011-10-26 10:40:31,,30000,W_Nabellen offertes
290,a3,2011-10-31 12:14:39,10629,30000,W_Valideren aanvraag
291,a1,2011-10-17 09:51:06,,5000,W_Completeren aanvraag
291,a2,2011-10-17 09:53:56,,5000,W_Nabellen offertes
291,a2,2011-10-20 09:12:44,,5000,W_Nabellen offertes
291,a3,2011-10-26 09:17:52,10609,5000,W_Valideren aanvraag
291,a4,2011-10-26 10:41:48,11002,5000,W_Nabellen incomplete dossiers
291,a4,2011-10-26 11:13:59,10861,5000,W_Nabellen incomplete dossiers
291,a3,2011-10-26 12:03:54,10609,5000,W_Valideren aanvraag
292,a1,2011-10-17 10:16:33,11201,6000,W_Completeren aanvraag
292,a1,2011-10-17 11:19:37,11201,6000,W_Completeren aanvraag
292,a1,2011-10-17 17:07:55,11119,6000,W_Completeren aanvraag
292,a1,2011-10-17 17:19:37,11119,6000,W_Completeren aanvraag
292,a2,2011-10-17 17:20:32,11119,6000,W_Nabellen offertes
292,a2,2011-10-25 10:19:49,,6000,W_Nabellen offertes
292,a2,2011-10-26 17:39:28,,6000,W_Nabellen offertes
292,a2,2011-10-26 19:10:45,,6000,W_Nabellen offertes
292,a2,2011-10-26 19:56:56,,6000,W_Nabellen offertes
292,a2,2011-10-26 19:59:08,,6000,W_Nabellen offertes
292,a2,2011-10-26 20:02:41,,6000,W_Nabellen offertes
292,a2,2011-11-03 17:39:07,,6000,W_Nabellen offertes
292,a2,2011-11-03 20:32:07,,6000,W_Nabellen offertes
292,a2,2011-11-07 19:15:18,11119,6000,W_Nabellen offertes
292,a2,2011-11-11 10:59:12,10789,6000,W_Nabellen offertes
292,a3,2011-11-14 16:24:35,10972,6000,W_Valideren aanvraag
293,a1,2011-10-17 10:24:36,11201,15000,W_Completeren aanvraag
293,a1,2011-10-17 14:47:27,11180,15000,W_Completeren aanvraag
293,a1,2011-10-17 17:23:04,11181,15000,W_Completeren aanvraag
293,a1,2011-10-17 18:14:39,11181,15000,W_Completeren aanvraag
293,a1,2011-10-17 18:47:34,10913,15000,W_Completeren aanvraag
293,a1,2011-10-17 18:50:22,10913,15000,W_Completeren aanvraag
293,a2,2011-10-25 10:45:58,,15000,W_Nabellen offertes
293,a2,2011-10-27 20:23:49,,15000,W_Nabellen offertes
293,a2,2011-10-29 12:30:49,10913,15000,W_Nabellen offertes
293,a2,2011-10-31 10:15:26,,15000,W_Nabellen offertes
293,a3,2011-11-03 15:04:26,10138,15000,W_Valideren aanvraag
293,a3,2011-11-03 15:30:11,10809,15000,W_Valideren aanvraag
293,a3,2011-11-03 16:26:43,10138,15000,W_Valideren aanvraag
293,a3,2011-11-03 16:34:47,10629,15000,W_Valideren aanvraag
293,a3,2011-11-03 16:36:16,10629,15000,W_Valideren aanvraag
293,a3,2011-11-03 17:37:27,10972,15000,W_Valideren aanvraag
294,a1,2011-10-17 10:34:22,11201,15000,W_Completeren aanvraag
294,a1,2011-10-17 13:37:01,11180,15000,W_Completeren aanvraag
294,a1,2011-10-17 18:58:07,11181,15000,W_Completeren aanvraag
294,a1,2011-10-17 19:24:46,11180,15000,W_Completeren aanvraag
294,a2,2011-10-17 19:26:01,11180,15000,W_Nabellen offertes
294,a2,2011-10-24 09:51:34,,15000,W_Nabellen offertes
294,a3,2011-10-27 09:27:48,,15000,W_Valideren aanvraag
294,a3,2011-10-28 11:53:06,10972,15000,W_Valideren aanvraag
294,a4,2011-10-28 13:04:50,10972,15000,W_Nabellen incomplete dossiers
294,a4,2011-10-28 16:24:59,10861,15000,W_Nabellen incomplete dossiers
294,a4,2011-10-31 12:55:28,11121,15000,W_Nabellen incomplete dossiers
294,a4,2011-11-02 07:47:37,,15000,W_Nabellen incomplete dossiers
294,a3,2011-11-02 10:53:59,10972,15000,W_Valideren aanvraag
295,a1,2011-10-17 10:33:47,11201,20000,W_Completeren aanvraag
295,a1,2011-10-17 11:07:39,10881,20000,W_Completeren aanvraag
295,a2,2011-10-17 11:10:32,10881,20000,W_Nabellen offertes
295,a2,2011-10-21 10:19:13,10789,20000,W_Nabellen offertes
295,a3,2011-10-27 13:53:51,10138,20000,W_Valideren aanvraag
295,a4,2011-10-27 18:33:52,10982,20000,W_Nabellen incomplete dossiers
295,a4,2011-10-27 18:58:15,10939,20000,W_Nabellen incomplete dossiers
295,a4,2011-10-27 19:02:39,10939,20000,W_Nabellen incomplete dossiers
295,a4,2011-10-27 19:09:34,10939,20000,W_Nabellen incomplete dossiers
295,a4,2011-10-27 19:13:10,10939,20000,W_Nabellen incomplete dossiers
295,a4,2011-10-31 09:19:55,11009,20000,W_Nabellen incomplete dossiers
295,a4,2011-11-02 09:41:27,,20000,W_Nabellen incomplete dossiers
295,a3,2011-11-02 11:07:35,10138,20000,W_Valideren aanvraag
296,a1,2011-10-17 10:30:58,,8000,W_Completeren aanvraag
296,a2,2011-10-17 10:33:24,,8000,W_Nabellen offertes
296,a2,2011-10-18 18:39:18,11119,8000,W_Nabellen offertes
296,a2,2011-10-24 20:06:08,10913,8000,W_Nabellen offertes
296,a2,2011-10-25 10:03:45,11049,8000,W_Nabellen offertes
296,a3,2011-10-31 09:53:10,10629,8000,W_Valideren aanvraag
297,a1,2011-10-17 10:43:56,11201,15000,W_Completeren aanvraag
297,a2,2011-10-25 09:25:11,,15000,W_Nabellen offertes
297,a2,2011-10-26 11:41:18,,15000,W_Nabellen offertes
297,a3,2011-10-31 14:19:39,10809,15000,W_Valideren aanvraag
297,a3,2011-10-31 14:34:58,10809,15000,W_Valideren aanvraag
298,a1,2011-10-17 10:23:42,10982,12000,W_Completeren aanvraag
298,a2,2011-10-17 10:26:44,10982,12000,W_Nabellen offertes
298,a2,2011-10-17 10:27:29,10982,12000,W_Nabellen offertes
298,a2,2011-10-18 14:03:50,11169,12000,W_Nabellen offertes
298,a2,2011-10-24 11:48:04,,12000,W_Nabellen offertes
298,a3,2011-10-26 12:34:29,10138,12000,W_Valideren aanvraag
298,a4,2011-10-26 13:51:55,10861,12000,W_Nabellen incomplete dossiers
298,a3,2011-10-26 14:00:37,10861,12000,W_Valideren aanvraag
298,a3,2011-10-26 14:01:43,10629,12000,W_Valideren aanvraag
298,a4,2011-10-26 14:02:30,10861,12000,W_Nabellen incomplete dossiers
298,a4,2011-10-26 15:07:34,,12000,W_Nabellen incomplete dossiers
298,a3,2011-10-26 15:47:48,10138,12000,W_Valideren aanvraag
299,a1,2011-10-17 10:56:51,11201,11000,W_Completeren aanvraag
299,a2,2011-10-19 12:35:29,11180,11000,W_Nabellen offertes
299,a2,2011-10-26 09:58:58,,11000,W_Nabellen offertes
299,a3,2011-10-31 11:44:27,10629,11000,W_Valideren aanvraag
299,a4,2011-10-31 11:46:13,10629,11000,W_Nabellen incomplete dossiers
299,a4,2011-10-31 12:55:04,11180,11000,W_Nabellen incomplete dossiers
299,a4,2011-11-01 09:39:56,11049,11000,W_Nabellen incomplete dossiers
299,a3,2011-11-02 08:52:36,10629,11000,W_Valideren aanvraag
300,a1,2011-10-17 10:47:43,,5000,W_Completeren aanvraag
300,a1,2011-10-17 16:48:26,10913,5000,W_Completeren aanvraag
300,a1,2011-10-17 17:08:08,11119,5000,W_Completeren aanvraag
300,a1,2011-10-17 17:22:24,11181,5000,W_Completeren aanvraag
300,a1,2011-10-17 17:52:11,11181,5000,W_Completeren aanvraag
300,a2,2011-10-17 17:54:05,11181,5000,W_Nabellen offertes
300,a2,2011-10-25 10:22:16,,5000,W_Nabellen offertes
300,a2,2011-10-25 16:50:17,11121,5000,W_Nabellen offertes
300,a2,2011-10-25 16:50:30,11121,5000,W_Nabellen offertes
300,a2,2011-10-25 17:12:18,11121,5000,W_Nabellen offertes
300,a2,2011-11-03 20:06:38,,5000,W_Nabellen offertes
300,a2,2011-11-05 15:41:46,,5000,W_Nabellen offertes
300,a2,2011-11-14 12:19:28,11259,5000,W_Nabellen offertes
300,a3,2011-11-15 13:56:31,10629,5000,W_Valideren aanvraag
301,a1,2011-10-17 11:10:12,,6000,W_Completeren aanvraag
301,a2,2011-10-17 11:14:02,,6000,W_Nabellen offertes
301,a2,2011-10-20 09:08:42,,6000,W_Nabellen offertes
301,a3,2011-10-25 15:32:10,10609,6000,W_Valideren aanvraag
301,a4,2011-10-25 16:16:37,10889,6000,W_Nabellen incomplete dossiers
301,a3,2011-10-25 16:22:34,10609,6000,W_Valideren aanvraag
302,a1,2011-10-17 09:28:35,,8000,W_Completeren aanvraag
302,a1,2011-10-17 10:17:08,,8000,W_Completeren aanvraag
302,a2,2011-10-17 10:19:10,,8000,W_Nabellen offertes
302,a2,2011-10-17 10:19:33,,8000,W_Nabellen offertes
302,a2,2011-10-24 20:01:15,10913,8000,W_Nabellen offertes
302,a2,2011-10-25 15:21:30,11189,8000,W_Nabellen offertes
302,a2,2011-10-25 16:11:12,10889,8000,W_Nabellen offertes
302,a2,2011-10-25 16:12:49,10889,8000,W_Nabellen offertes
